CustomerKey,First Name,Last Name,Full Name,Age,Gender,DateFirstPurchase,CommuteDistance,Customer City,Customer Country
19513,Jessie,Liang,Jessie Liang,36,Male,2013-08-17,0-1 Miles,London,United Kingdom
19514,Kari,Rodriguez,Kari Rodriguez,36,Female,2013-07-23,1-2 Miles,Offenbach,Germany
19515,Nancy,Garcia,Nancy Garcia,35,Female,2013-03-28,2-5 Miles,Chatou,France
19516,Kaitlyn,Griffin,Kaitlyn Griffin,41,Female,2013-03-24,0-1 Miles,Chatou,France
19517,Max,Gomez,Max Gomez,40,Male,2012-12-14,2-5 Miles,Pantin,France
19518,Clifford,Arun,Clifford Arun,41,Male,2011-12-16,2-5 Miles,München,Germany
19519,Bianca,Zhu,Bianca Zhu,42,Female,2013-06-02,1-2 Miles,Paris,France
19520,Kari,Muñoz,Kari Muñoz,37,Female,2013-03-13,0-1 Miles,Peterborough,United Kingdom
19521,Jaime,Dominguez,Jaime Dominguez,43,Female,2013-02-14,0-1 Miles,Pantin,France
19522,Christian,Powell,Christian Powell,36,Male,2013-05-16,0-1 Miles,York,United Kingdom
19523,Brittney,Holt,Brittney Holt,38,Female,2013-05-17,2-5 Miles,London,United Kingdom
19524,Denise,Malhotra,Denise Malhotra,38,Female,2013-06-25,1-2 Miles,Tremblay-en-France,France
19525,Hannah,Flores,Hannah Flores,56,Female,2013-09-10,2-5 Miles,Vancouver,Canada
19526,Angela,Cooper,Angela Cooper,49,Female,2013-06-03,2-5 Miles,Shawnee,Canada
19527,Gabriel,Adams,Gabriel Adams,43,Male,2013-06-28,2-5 Miles,Victoria,Canada
19528,Bailey,Hall,Bailey Hall,49,Female,2013-08-09,0-1 Miles,Beaverton,United States
19529,Bailey,Parker,Bailey Parker,43,Female,2013-02-10,2-5 Miles,Spokane,United States
19530,Lisa,Liang,Lisa Liang,49,Female,2013-02-25,2-5 Miles,Burlingame,United States
19531,John,Robinson,John Robinson,48,Male,2013-02-08,2-5 Miles,Colma,United States
19532,Victoria,Brown,Victoria Brown,49,Female,2013-01-31,2-5 Miles,Daly City,United States
19533,Vanessa,Long,Vanessa Long,49,Female,2013-02-17,0-1 Miles,La Jolla,United States
19534,Adrian,Torres,Adrian Torres,49,Male,2013-02-07,2-5 Miles,La Jolla,United States
19535,Alex,Mitchell,Alex Mitchell,48,Male,2013-02-15,2-5 Miles,National City,United States
19536,Brooke,Cooper,Brooke Cooper,56,Female,2013-06-18,2-5 Miles,Victoria,Canada
19537,Michelle,Brooks,Michelle Brooks,50,Female,2013-03-20,2-5 Miles,Milwaukie,United States
19538,Connor,Hall,Connor Hall,56,Male,2013-03-08,0-1 Miles,Olympia,United States
19539,Latoya,Raji,Latoya Raji,56,Female,2013-03-12,2-5 Miles,Colma,United States
19540,Jade,Richardson,Jade Richardson,56,Female,2013-11-01,2-5 Miles,Kirkland,United States
19541,Alexandra,Cooper,Alexandra Cooper,57,Female,2013-08-06,0-1 Miles,Westminster,Canada
19542,Robert,Allen,Robert Allen,56,Male,2013-06-10,2-5 Miles,Salem,United States
19543,Evan,Torres,Evan Torres,56,Male,2013-05-01,10+ Miles,Corvallis,United States
19544,Katherine,Price,Katherine Price,57,Female,2013-02-14,10+ Miles,Spring Valley,United States
19545,Garrett,Watson,Garrett Watson,41,Male,2013-03-09,2-5 Miles,National City,United States
19546,Angel,Campbell,Angel Campbell,58,Male,2013-06-14,2-5 Miles,Vancouver,Canada
19547,Lauren,Patterson,Lauren Patterson,47,Female,2013-03-19,2-5 Miles,Imperial Beach,United States
19548,Kaitlyn,Howard,Kaitlyn Howard,57,Female,2013-03-12,0-1 Miles,Berkeley,United States
19549,Kevin,Sharma,Kevin Sharma,57,Male,2013-03-18,2-5 Miles,Marysville,United States
19550,Lucas,Perez,Lucas Perez,52,Male,2013-03-10,2-5 Miles,El Cajon,United States
19551,Samuel,Alexander,Samuel Alexander,52,Male,2013-09-27,0-1 Miles,Redmond,United States
19552,Margaret,Zhu,Margaret Zhu,52,Female,2013-03-12,0-1 Miles,Burien,United States
19553,Karen,Wang,Karen Wang,57,Female,2013-06-14,2-5 Miles,Cliffside,Canada
19554,Emmanuel,Raman,Emmanuel Raman,52,Male,2013-09-24,2-5 Miles,Cliffside,Canada
19555,Alejandro,Liu,Alejandro Liu,47,Male,2011-08-11,0-1 Miles,Geelong,Australia
19556,Shawna,Andersen,Shawna Andersen,47,Female,2011-08-24,0-1 Miles,Bendigo,Australia
19557,Bridget,She,Bridget She,47,Female,2011-08-28,0-1 Miles,St. Leonards,Australia
19558,Gloria,Ortega,Gloria Ortega,46,Female,2011-08-16,0-1 Miles,Bendigo,Australia
19559,Cedric,Cai,Cedric Cai,40,Male,2011-08-17,0-1 Miles,Milsons Point,Australia
19560,Randall,Martin,Randall Martin,40,Male,2011-08-07,2-5 Miles,Newcastle,Australia
19561,Orlando,Serrano,Orlando Serrano,46,Male,2011-08-11,2-5 Miles,Lane Cove,Australia
19562,Leah,Guo,Leah Guo,47,Female,2011-08-01,2-5 Miles,Milsons Point,Australia
19563,Robin,Moreno,Robin Moreno,47,Female,2011-08-23,2-5 Miles,Bendigo,Australia
19564,Lawrence,Gutierrez,Lawrence Gutierrez,42,Male,2011-08-23,0-1 Miles,Malabar,Australia
19565,Patricia,Saunders,Patricia Saunders,37,Female,2011-08-03,0-1 Miles,Cranbourne,Australia
19566,Ruben,Sara,Ruben Sara,48,Male,2013-05-18,10+ Miles,Hervey Bay,Australia
19567,Barbara,Hu,Barbara Hu,49,Female,2013-03-27,10+ Miles,St. Leonards,Australia
19568,Candice,Sun,Candice Sun,46,Female,2011-08-01,2-5 Miles,North Sydney,Australia
19569,Kellie,Torres,Kellie Torres,43,Female,2013-08-17,10+ Miles,Cloverdale,Australia
19570,Kristy,Navarro,Kristy Navarro,49,Female,2013-02-11,0-1 Miles,Malabar,Australia
19571,Sydney,Johnson,Sydney Johnson,43,Female,2013-03-16,0-1 Miles,Wollongong,Australia
19572,Melissa,Bailey,Melissa Bailey,43,Female,2013-04-09,0-1 Miles,Caloundra,Australia
19573,Deanna,Rubio,Deanna Rubio,43,Female,2013-12-25,0-1 Miles,Gold Coast,Australia
19574,Michele,Ramos,Michele Ramos,50,Female,2013-04-20,0-1 Miles,Bendigo,Australia
19575,Marco,Patel,Marco Patel,38,Male,2013-03-07,0-1 Miles,Wollongong,Australia
19576,Mackenzie,Hill,Mackenzie Hill,50,Female,2011-08-11,0-1 Miles,Hobart,Australia
19577,Martin,Perez,Martin Perez,44,Male,2011-08-24,0-1 Miles,Seaford,Australia
19578,Max,Rubio,Max Rubio,50,Male,2013-07-04,2-5 Miles,St. Leonards,Australia
19579,Dawn,Zheng,Dawn Zheng,50,Female,2013-10-24,2-5 Miles,Sydney,Australia
19580,Eddie,Sanz,Eddie Sanz,50,Male,2013-04-04,5-10 Miles,North Sydney,Australia
19581,Todd,Ma,Todd Ma,51,Male,2013-09-19,10+ Miles,Melbourne,Australia
19582,Bethany,Luo,Bethany Luo,47,Female,2013-11-14,10+ Miles,Brisbane,Australia
19583,Jake,Li,Jake Li,48,Male,2013-05-18,10+ Miles,Darlinghurst,Australia
19584,Terrance,Sanchez,Terrance Sanchez,42,Male,2013-02-05,5-10 Miles,Gold Coast,Australia
19585,Kristi,Fernandez,Kristi Fernandez,47,Female,2013-08-12,5-10 Miles,Hobart,Australia
19586,Alvin,Sharma,Alvin Sharma,48,Male,2011-08-20,5-10 Miles,Rockhampton,Australia
19587,Alyssa,Martin,Alyssa Martin,48,Female,2013-04-14,0-1 Miles,Sunbury,Australia
19588,Raymond,Raman,Raymond Raman,47,Male,2011-08-07,1-2 Miles,Warrnambool,Australia
19589,Jake,Huang,Jake Huang,51,Male,2013-04-11,5-10 Miles,Silverwater,Australia
19590,Martin,Subram,Martin Subram,41,Male,2013-03-01,10+ Miles,Rockhampton,Australia
19591,Derek,Raji,Derek Raji,52,Male,2013-04-24,5-10 Miles,Warrnambool,Australia
19592,Tara,Xu,Tara Xu,47,Female,2011-08-22,0-1 Miles,Darlinghurst,Australia
19593,Carla,Rana,Carla Rana,52,Female,2011-08-26,0-1 Miles,East Brisbane,Australia
19594,Suzanne,Liu,Suzanne Liu,52,Female,2011-08-08,0-1 Miles,Rockhampton,Australia
19595,Carl,Raji,Carl Raji,53,Male,2011-08-22,0-1 Miles,Seaford,Australia
19596,Allen,Fernandez,Allen Fernandez,47,Male,2011-08-05,0-1 Miles,Darlinghurst,Australia
19597,Jay,Martin,Jay Martin,37,Male,2013-06-11,0-1 Miles,Milsons Point,Australia
19598,Kaitlyn,Powell,Kaitlyn Powell,48,Female,2011-08-09,5-10 Miles,Sydney,Australia
19599,Alvin,Jai,Alvin Jai,49,Male,2011-08-19,0-1 Miles,Findon,Australia
19600,Lacey,Andersen,Lacey Andersen,54,Female,2013-04-20,5-10 Miles,Matraville,Australia
19601,Alfredo,Suarez,Alfredo Suarez,55,Male,2011-08-22,0-1 Miles,Hawthorne,Australia
19602,Stanley,Madan,Stanley Madan,50,Male,2011-08-24,2-5 Miles,Matraville,Australia
19603,Tabitha,Hernandez,Tabitha Hernandez,49,Female,2013-03-27,5-10 Miles,Matraville,Australia
19604,Wendy,Blanco,Wendy Blanco,49,Female,2013-03-30,5-10 Miles,North Ryde,Australia
19605,Brad,Shan,Brad Shan,50,Male,2011-08-19,0-1 Miles,St. Leonards,Australia
19606,Gabriel,Parker,Gabriel Parker,84,Male,2013-03-23,5-10 Miles,Hervey Bay,Australia
19607,Troy,Subram,Troy Subram,51,Male,2011-08-06,5-10 Miles,Caloundra,Australia
19608,Harold,Prasad,Harold Prasad,39,Male,2013-07-07,1-2 Miles,Milsons Point,Australia
19609,Kari,Martinez,Kari Martinez,52,Female,2011-08-25,0-1 Miles,Geelong,Australia
19610,Deborah,Andersen,Deborah Andersen,51,Female,2013-04-30,5-10 Miles,Coffs Harbour,Australia
19611,Meagan,Prasad,Meagan Prasad,52,Female,2011-08-21,0-1 Miles,Coffs Harbour,Australia
19612,Marvin,Sanz,Marvin Sanz,47,Male,2011-08-10,0-1 Miles,Hervey Bay,Australia
19613,Ruben,Garcia,Ruben Garcia,41,Male,2011-08-01,5-10 Miles,Rockhampton,Australia
19614,Wyatt,Williams,Wyatt Williams,52,Male,2011-08-22,0-1 Miles,Townsville,Australia
19615,Franklin,Sun,Franklin Sun,48,Male,2011-08-26,5-10 Miles,Goulburn,Australia
19616,Stefanie,Rana,Stefanie Rana,54,Female,2011-08-26,0-1 Miles,Hobart,Australia
19617,Keith,Nath,Keith Nath,48,Male,2013-08-17,5-10 Miles,Milsons Point,Australia
19618,Ross,Johnsen,Ross Johnsen,54,Male,2013-07-07,0-1 Miles,Townsville,Australia
19619,Eduardo,Morris,Eduardo Morris,53,Male,2013-03-05,5-10 Miles,Warrnambool,Australia
19620,Andy,Vazquez,Andy Vazquez,49,Male,2011-09-22,5-10 Miles,Goulburn,Australia
19621,Mariah,Barnes,Mariah Barnes,58,Female,2011-09-17,0-1 Miles,Townsville,Australia
19622,Roger,Yuan,Roger Yuan,57,Male,2013-06-05,5-10 Miles,Lane Cove,Australia
19623,Cristina,Tang,Cristina Tang,57,Female,2013-06-05,0-1 Miles,Newcastle,Australia
19624,Wesley,Zhu,Wesley Zhu,59,Male,2013-08-26,5-10 Miles,Rhodes,Australia
19625,Ivan,Gonzalez,Ivan Gonzalez,48,Male,2013-03-30,5-10 Miles,Hawthorne,Australia
19626,Bradley,Anand,Bradley Anand,50,Male,2013-07-13,5-10 Miles,Goulburn,Australia
19627,Kari,Blanco,Kari Blanco,56,Female,2013-02-25,10+ Miles,Perth,Australia
19628,Holly,Martinez,Holly Martinez,59,Female,2011-08-31,0-1 Miles,Warrnambool,Australia
19629,Theresa,Carlson,Theresa Carlson,60,Female,2013-04-01,5-10 Miles,East Brisbane,Australia
19630,Jodi,Raje,Jodi Raje,59,Female,2013-05-23,5-10 Miles,Hervey Bay,Australia
19631,Timothy,Scott,Timothy Scott,57,Male,2011-09-22,0-1 Miles,Coffs Harbour,Australia
19632,Lawrence,Vazquez,Lawrence Vazquez,66,Male,2013-02-21,5-10 Miles,Newcastle,Australia
19633,Destiny,Gray,Destiny Gray,39,Female,2013-06-15,5-10 Miles,Glendale,United States
19634,Gregory,Nath,Gregory Nath,41,Male,2013-09-19,5-10 Miles,Chula Vista,United States
19635,Dawn,Shan,Dawn Shan,39,Female,2013-11-26,5-10 Miles,Beaverton,United States
19636,Jessica,Lee,Jessica Lee,39,Female,2013-09-02,5-10 Miles,Beaverton,United States
19637,Eduardo,Long,Eduardo Long,39,Male,2013-08-23,0-1 Miles,Bellingham,United States
19638,Kimberly,Peterson,Kimberly Peterson,35,Female,2013-12-26,0-1 Miles,W. Linn,United States
19639,Victor,Gill,Victor Gill,36,Male,2013-02-14,5-10 Miles,Chula Vista,United States
19640,Richard,Walker,Richard Walker,35,Male,2013-06-27,5-10 Miles,Port Hammond,Canada
19641,Richard,Evans,Richard Evans,36,Male,2013-04-13,5-10 Miles,Lake Oswego,United States
19642,Kaylee,Evans,Kaylee Evans,37,Female,2013-04-20,5-10 Miles,Langley,Canada
19643,Jacqueline,Watson,Jacqueline Watson,37,Female,2013-02-17,5-10 Miles,Portland,United States
19644,Gloria,Gill,Gloria Gill,38,Female,2013-09-11,5-10 Miles,Chula Vista,United States
19645,Carlos,Rogers,Carlos Rogers,39,Male,2013-04-04,0-1 Miles,Port Hammond,Canada
19646,Ian,Lee,Ian Lee,36,Male,2013-11-04,5-10 Miles,Metchosin,Canada
19647,Hailey,Sanders,Hailey Sanders,36,Female,2013-05-10,5-10 Miles,Newton,Canada
19648,Lauren,Hall,Lauren Hall,36,Female,2013-05-04,5-10 Miles,Royal Oak,Canada
19649,Elizabeth,Martin,Elizabeth Martin,36,Female,2013-09-25,5-10 Miles,Kirkland,United States
19650,Sabrina,Sanz,Sabrina Sanz,77,Female,2013-12-15,0-1 Miles,East Brisbane,Australia
19651,Jarrod,Perez,Jarrod Perez,76,Male,2014-01-05,5-10 Miles,North Sydney,Australia
19652,Douglas,Rodriguez,Douglas Rodriguez,73,Male,2011-09-25,5-10 Miles,Melton,Australia
19653,Tina,Gonzalez,Tina Gonzalez,74,Female,2011-09-19,5-10 Miles,Townsville,Australia
19654,Richard,Alexander,Richard Alexander,40,Male,2013-06-29,1-2 Miles,Lebanon,United States
19655,Cindy,Murphy,Cindy Murphy,39,Female,2013-05-17,1-2 Miles,West Covina,United States
19656,Sydney,Travers,Sydney Travers,41,Female,2013-08-29,5-10 Miles,Grossmont,United States
19657,Emily,Griffin,Emily Griffin,44,Female,2013-06-22,0-1 Miles,Renton,United States
19658,Dylan,Russell,Dylan Russell,48,Male,2013-06-16,1-2 Miles,San Gabriel,United States
19659,Wyatt,Robinson,Wyatt Robinson,47,Male,2013-06-16,5-10 Miles,Long Beach,United States
19660,Devin,Hill,Devin Hill,53,Male,2013-05-29,0-1 Miles,Santa Cruz,United States
19661,Nathaniel,Cox,Nathaniel Cox,48,Male,2013-11-11,1-2 Miles,Metchosin,Canada
19662,Lauren,Powell,Lauren Powell,42,Female,2013-07-25,1-2 Miles,Oak Bay,Canada
19663,Alex,Allen,Alex Allen,36,Male,2013-08-25,0-1 Miles,Ballard,United States
19664,Ethan,Alexander,Ethan Alexander,42,Male,2013-12-22,1-2 Miles,Portland,United States
19665,Eduardo,Gonzales,Eduardo Gonzales,48,Male,2013-11-08,1-2 Miles,Berkeley,United States
19666,Hailey,Alexander,Hailey Alexander,71,Female,2013-10-09,5-10 Miles,Hobart,Australia
19667,Billy,Carlson,Billy Carlson,71,Male,2013-11-19,1-2 Miles,South Melbourne,Australia
19668,Erick,Patel,Erick Patel,37,Male,2013-12-18,1-2 Miles,Burien,United States
19669,Hailey,Hill,Hailey Hill,38,Female,2013-06-24,5-10 Miles,Sedro Woolley,United States
19670,Erik,Gutierrez,Erik Gutierrez,38,Male,2013-03-13,5-10 Miles,Burbank,United States
19671,Michael,Davis,Michael Davis,38,Male,2013-03-26,5-10 Miles,Concord,United States
19672,Rosa,Zhao,Rosa Zhao,71,Female,2013-10-22,1-2 Miles,Brisbane,Australia
19673,Mathew,Navarro,Mathew Navarro,71,Male,2013-08-24,1-2 Miles,North Ryde,Australia
19674,Casey,Deng,Casey Deng,70,Female,2013-10-01,5-10 Miles,Rockhampton,Australia
19675,Dwayne,Gill,Dwayne Gill,70,Male,2013-09-10,5-10 Miles,Cranbourne,Australia
19676,Diana,Gutierrez,Diana Gutierrez,69,Female,2013-05-20,1-2 Miles,St. Leonards,Australia
19677,Dylan,Shan,Dylan Shan,64,Male,2013-04-19,1-2 Miles,Gold Coast,Australia
19678,Martin,Rodriguez,Martin Rodriguez,44,Male,2013-03-21,1-2 Miles,Burien,United States
19679,Erick,Rana,Erick Rana,39,Male,2013-03-10,1-2 Miles,Coronado,United States
19680,Jan,King,Jan King,44,Female,2013-03-23,0-1 Miles,Lebanon,United States
19681,Morgan,King,Morgan King,38,Female,2013-07-15,1-2 Miles,Haney,Canada
19682,Eric,Kumar,Eric Kumar,43,Male,2013-03-14,0-1 Miles,Kirkland,United States
19683,Marcus,Parker,Marcus Parker,44,Male,2013-03-01,0-1 Miles,Milwaukie,United States
19684,Alexandra,Lee,Alexandra Lee,46,Female,2013-03-23,10+ Miles,Olympia,United States
19685,Brandy,Perez,Brandy Perez,52,Female,2013-10-14,1-2 Miles,Beverly Hills,United States
19686,Charles,Hernandez,Charles Hernandez,52,Male,2013-08-13,0-1 Miles,Daly City,United States
19687,Connor,Coleman,Connor Coleman,52,Male,2013-05-30,0-1 Miles,Newport Beach,United States
19688,Timothy,Baker,Timothy Baker,60,Male,2013-07-09,0-1 Miles,Palo Alto,United States
19689,Elizabeth,Gonzales,Elizabeth Gonzales,60,Female,2013-06-15,5-10 Miles,Spokane,United States
19690,Robert,White,Robert White,76,Male,2013-06-04,1-2 Miles,Santa Monica,United States
19691,Gabriella,Cox,Gabriella Cox,53,Female,2013-06-01,2-5 Miles,Sedro Woolley,United States
19692,Aaron,Edwards,Aaron Edwards,52,Male,2013-06-02,1-2 Miles,Beverly Hills,United States
19693,Kayla,Foster,Kayla Foster,53,Female,2013-05-20,5-10 Miles,Vancouver,Canada
19694,Stephanie,Perez,Stephanie Perez,53,Female,2013-07-27,5-10 Miles,Edmonds,United States
19695,Angel,Gonzalez,Angel Gonzalez,48,Male,2013-02-07,1-2 Miles,Oregon City,United States
19696,Adam,Patterson,Adam Patterson,54,Male,2013-06-02,5-10 Miles,El Cajon,United States
19697,Isabella,Wood,Isabella Wood,54,Female,2013-06-26,5-10 Miles,Grossmont,United States
19698,Stephanie,Barnes,Stephanie Barnes,54,Female,2013-06-18,0-1 Miles,San Diego,United States
19699,Stephanie,James,Stephanie James,49,Female,2013-10-13,1-2 Miles,Spokane,United States
19700,Gabriel,Hall,Gabriel Hall,49,Male,2013-08-30,5-10 Miles,Burlingame,United States
19701,Arianna,Wood,Arianna Wood,61,Female,2013-03-22,1-2 Miles,Renton,United States
19702,Edward,Diaz,Edward Diaz,60,Male,2013-05-21,5-10 Miles,San Gabriel,United States
19703,Katelyn,Baker,Katelyn Baker,60,Female,2013-02-18,5-10 Miles,Beverly Hills,United States
19704,Nathan,Collins,Nathan Collins,61,Male,2013-07-26,1-2 Miles,Langford,Canada
19705,Anna,Hughes,Anna Hughes,61,Female,2013-11-05,5-10 Miles,Sooke,Canada
19706,Benjamin,Diaz,Benjamin Diaz,60,Male,2013-06-26,5-10 Miles,Olympia,United States
19707,Cole,Cooper,Cole Cooper,56,Male,2013-06-02,5-10 Miles,Santa Monica,United States
19708,April,Luo,April Luo,80,Female,2013-06-10,1-2 Miles,Colma,United States
19709,Christian,Martin,Christian Martin,80,Male,2013-06-30,5-10 Miles,Westminster,Canada
19710,Arianna,Gonzales,Arianna Gonzales,55,Female,2013-11-19,5-10 Miles,Port Hammond,Canada
19711,Devin,Cooper,Devin Cooper,55,Male,2014-01-09,1-2 Miles,Milwaukie,United States
19712,Eric,Phillips,Eric Phillips,55,Male,2013-06-19,5-10 Miles,Puyallup,United States
19713,Morgan,Stewart,Morgan Stewart,50,Female,2013-02-01,1-2 Miles,Redmond,United States
19714,Angela,Price,Angela Price,50,Female,2013-07-14,5-10 Miles,Downey,United States
19715,Elijah,Parker,Elijah Parker,56,Male,2013-07-13,2-5 Miles,Imperial Beach,United States
19716,Logan,Martin,Logan Martin,56,Male,2013-03-29,5-10 Miles,San Gabriel,United States
19717,Edward,Hill,Edward Hill,56,Male,2013-03-15,5-10 Miles,Woodburn,United States
19718,Taylor,Butler,Taylor Butler,62,Female,2013-07-14,1-2 Miles,Milwaukie,United States
19719,Hunter,Baker,Hunter Baker,57,Male,2013-07-03,5-10 Miles,Novato,United States
19720,Kaitlyn,Phillips,Kaitlyn Phillips,62,Female,2013-08-07,5-10 Miles,Beaverton,United States
19721,Noah,Allen,Noah Allen,63,Male,2013-07-15,5-10 Miles,Everett,United States
19722,Dalton,Bailey,Dalton Bailey,57,Male,2013-07-30,1-2 Miles,Lakewood,United States
19723,Olivia,Russell,Olivia Russell,57,Female,2013-07-17,5-10 Miles,Colma,United States
19724,Bryce,Morris,Bryce Morris,57,Male,2013-02-28,5-10 Miles,Lake Oswego,United States
19725,Alexandria,Ramirez,Alexandria Ramirez,63,Female,2013-03-20,5-10 Miles,Palo Alto,United States
19726,Javier,Rubio,Javier Rubio,79,Male,2013-02-14,10+ Miles,Cliffside,Canada
19727,Natasha,Vazquez,Natasha Vazquez,68,Female,2013-02-03,1-2 Miles,Burien,United States
19728,Wyatt,Edwards,Wyatt Edwards,77,Male,2013-02-28,1-2 Miles,Marysville,United States
19729,Nicole,Patterson,Nicole Patterson,78,Female,2013-06-15,10+ Miles,Port Hammond,Canada
19730,Ricardo,Black,Ricardo Black,77,Male,2013-07-09,1-2 Miles,Beverly Hills,United States
19731,Jonathan,Allen,Jonathan Allen,78,Male,2013-12-04,5-10 Miles,Mill Valley,United States
19732,Kyle,Hill,Kyle Hill,71,Male,2013-05-02,10+ Miles,Bellflower,United States
19733,Caitlin,Watson,Caitlin Watson,76,Female,2013-02-04,1-2 Miles,Kirkland,United States
19734,Natalie,Weisman,Natalie Weisman,77,Female,2013-10-27,1-2 Miles,San Diego,United States
19735,Mackenzie,Reed,Mackenzie Reed,76,Female,2013-07-13,1-2 Miles,La Jolla,United States
19736,Rachel,Kelly,Rachel Kelly,76,Female,2013-07-15,1-2 Miles,San Francisco,United States
19737,Erin,Ramirez,Erin Ramirez,70,Female,2013-07-25,10+ Miles,Burien,United States
19738,Henry,Martinez,Henry Martinez,75,Male,2013-07-31,1-2 Miles,Bellingham,United States
19739,Lucas,Perry,Lucas Perry,76,Male,2013-08-23,10+ Miles,Chula Vista,United States
19740,Connie,Liang,Connie Liang,75,Female,2013-08-08,10+ Miles,Bremerton,United States
19741,María,Rivera,María Rivera,75,Female,2013-10-16,5-10 Miles,Everett,United States
19742,Alexia,Russell,Alexia Russell,75,Female,2013-10-21,10+ Miles,Bellingham,United States
19743,Holly,Rana,Holly Rana,74,Female,2013-04-10,10+ Miles,Bellingham,United States
19744,Tamara,Cai,Tamara Cai,74,Female,2013-04-29,10+ Miles,Colma,United States
19745,Kayla,Simmons,Kayla Simmons,69,Female,2013-04-03,10+ Miles,National City,United States
19746,Stephanie,Sanders,Stephanie Sanders,69,Female,2013-11-10,10+ Miles,Haney,Canada
19747,Louis,Rai,Louis Rai,73,Male,2013-02-28,10+ Miles,Concord,United States
19748,Cory,Prasad,Cory Prasad,70,Male,2013-09-10,1-2 Miles,Newcastle,Australia
19749,Natalie,Jackson,Natalie Jackson,37,Female,2013-08-17,0-1 Miles,San Diego,United States
19750,Miguel,Flores,Miguel Flores,39,Male,2013-09-08,5-10 Miles,Langley,Canada
19751,Kaylee,Hall,Kaylee Hall,38,Female,2013-05-17,1-2 Miles,Metchosin,Canada
19752,Ebony,Madan,Ebony Madan,62,Female,2014-01-21,5-10 Miles,North Sydney,Australia
19753,Lisa,Gao,Lisa Gao,68,Female,2013-10-10,1-2 Miles,North Sydney,Australia
19754,Francisco,Rana,Francisco Rana,38,Male,2013-10-21,1-2 Miles,Burien,United States
19755,Lauren,Foster,Lauren Foster,39,Female,2013-10-26,5-10 Miles,Spokane,United States
19756,Nicolas,Yuan,Nicolas Yuan,38,Male,2013-08-14,5-10 Miles,Chula Vista,United States
19757,Allison,Allen,Allison Allen,40,Female,2013-06-08,1-2 Miles,Sooke,Canada
19758,Alex,Wright,Alex Wright,39,Male,2013-03-06,1-2 Miles,Woodland Hills,United States
19759,Sydney,Barnes,Sydney Barnes,40,Female,2013-05-29,5-10 Miles,Redwood City,United States
19760,Sydney,Russell,Sydney Russell,40,Female,2013-05-26,1-2 Miles,Grossmont,United States
19761,Alan,Lu,Alan Lu,66,Male,2013-12-12,1-2 Miles,Perth,Australia
19762,Warren,Ma,Warren Ma,60,Male,2013-07-20,5-10 Miles,Melbourne,Australia
19763,Roger,Lu,Roger Lu,60,Male,2011-08-30,1-2 Miles,Findon,Australia
19764,Wayne,Pal,Wayne Pal,65,Male,2013-03-14,1-2 Miles,Seaford,Australia
19765,Ruben,Patel,Ruben Patel,64,Male,2011-09-17,1-2 Miles,Cloverdale,Australia
19766,Edwin,Lin,Edwin Lin,64,Male,2011-09-05,5-10 Miles,Malabar,Australia
19767,Ross,Serrano,Ross Serrano,36,Male,2013-10-07,5-10 Miles,Berkeley,United States
19768,Christopher,Jackson,Christopher Jackson,35,Male,2013-04-21,1-2 Miles,Colma,United States
19769,Andrea,Peterson,Andrea Peterson,35,Female,2013-10-15,5-10 Miles,Long Beach,United States
19770,Rosa,Liang,Rosa Liang,58,Female,2011-09-18,5-10 Miles,Rhodes,Australia
19771,Tasha,Jai,Tasha Jai,63,Female,2011-09-09,1-2 Miles,Gold Coast,Australia
19772,Hector,Vazquez,Hector Vazquez,56,Male,2011-09-23,1-2 Miles,South Melbourne,Australia
19773,Ricky,Gutierrez,Ricky Gutierrez,62,Male,2011-09-14,5-10 Miles,Gold Coast,Australia
19774,Brianna,Davis,Brianna Davis,40,Female,2013-03-03,5-10 Miles,Olympia,United States
19775,Alisha,Cai,Alisha Cai,41,Female,2013-04-05,1-2 Miles,Chula Vista,United States
19776,Judith,Murphy,Judith Murphy,41,Female,2013-06-06,5-10 Miles,Daly City,United States
19777,Jonathan,Thomas,Jonathan Thomas,35,Male,2013-07-28,1-2 Miles,Los Angeles,United States
19778,Isabella,Jones,Isabella Jones,40,Female,2013-02-20,5-10 Miles,National City,United States
19779,Emily,Foster,Emily Foster,43,Female,2013-06-30,5-10 Miles,Lake Oswego,United States
19780,Brianna,White,Brianna White,42,Female,2013-08-28,0-1 Miles,Los Angeles,United States
19781,Alexis,Washington,Alexis Washington,40,Female,2013-01-31,1-2 Miles,Langley,Canada
19782,Derek,Shan,Derek Shan,61,Male,2011-09-06,1-2 Miles,South Melbourne,Australia
19783,Tony,Kumar,Tony Kumar,55,Male,2011-09-18,5-10 Miles,Geelong,Australia
19784,Christy,Liu,Christy Liu,60,Female,2011-08-30,5-10 Miles,Townsville,Australia
19785,Olivia,Ramirez,Olivia Ramirez,55,Female,2011-09-27,5-10 Miles,Goulburn,Australia
19786,Robin,Carlson,Robin Carlson,59,Female,2011-09-22,5-10 Miles,Geelong,Australia
19787,Alex,Hill,Alex Hill,60,Male,2011-09-03,5-10 Miles,Bendigo,Australia
19788,Kristen,Hu,Kristen Hu,54,Female,2011-09-22,1-2 Miles,Brisbane,Australia
19789,Gloria,Munoz,Gloria Munoz,60,Female,2011-09-13,5-10 Miles,Matraville,Australia
19790,Amy,Wu,Amy Wu,59,Female,2011-09-12,1-2 Miles,North Ryde,Australia
